Order_ID,Order_Date,Ship_Date,Ship_mode_Id,Customer_ID,Product ID,Sales,Quantity,Discount,Profit
CA-2020-114727,7/18/2020,7/24/2020,2,LS-16945,OFF-ST-10000689,338.04,3,0.2,-33.804
CA-2021-133235,08-01-2021,08-04-2021,1,LH-16750,TEC-PH-10002660,271.96,5,0.2,16.9975
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,OFF-ST-10004634,11.21,1,0,3.363
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,OFF-BI-10002160,9.144,3,0.2,3.2004
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,OFF-FA-10002988,14.07,7,0,6.8943
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,OFF-AR-10004999,41.86,7,0,10.465
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,OFF-BI-10001031,8.544,2,0.2,2.8836
CA-2020-137050,7/14/2020,7/18/2020,3,SW-20755,FUR-BO-10004695,579.136,4,0.2,21.7176
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,FUR-CH-10004860,141.372,2,0.3,-48.4704
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,OFF-BI-10002432,3.036,2,0.7,-2.3276
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,OFF-BI-10000069,4.503,1,0.7,-3.6024
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,OFF-AR-10003602,4.672,1,0.2,1.5768
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,TEC-AC-10004469,95.88,3,0.2,28.764
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,FUR-FU-10001867,17.024,2,0.2,1.7024
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,TEC-AC-10003174,258.696,3,0.2,64.674
US-2021-118087,09-09-2021,9/13/2021,2,SP-20620,TEC-PH-10002200,1931.958,7,0.4,-386.3916
CA-2018-110184,07-12-2018,7/16/2018,2,BF-11170,OFF-ST-10000107,249.75,9,0,44.955
CA-2018-110184,07-12-2018,7/16/2018,2,BF-11170,TEC-PH-10000439,255.936,8,0.2,28.7928
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,FUR-FU-10001602,113.79,3,0,20.4822
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,TEC-AC-10001432,78.15,1,0,34.386
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,OFF-BI-10004656,1.728,1,0.2,0.6048
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,OFF-PA-10001685,40.56,4,0,19.8744
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,OFF-ST-10001418,182.94,3,0,3.6588
CA-2020-126004,12-04-2020,12-05-2020,1,BM-11140,OFF-ST-10000676,193.86,2,0,11.6316
CA-2021-100013,11-06-2021,11-11-2021,2,ZC-21910,OFF-EN-10001219,15.28,2,0,7.4872
CA-2021-100013,11-06-2021,11-11-2021,2,ZC-21910,FUR-FU-10001424,8.73,1,0,2.9682
CA-2021-100013,11-06-2021,11-11-2021,2,ZC-21910,OFF-AR-10001022,5.68,2,0,1.7608
CA-2019-132570,10/31/2019,11-02-2019,3,KT-16480,OFF-AR-10000369,2.78,2,0,0.7228
CA-2019-132570,10/31/2019,11-02-2019,3,KT-16480,OFF-EN-10003055,79.96,2,0,35.982
CA-2020-153682,5/30/2020,06-01-2020,1,BG-11695,TEC-CO-10001046,839.988,2,0.4,69.999
CA-2020-144344,10/28/2020,10/28/2020,4,PG-18820,FUR-FU-10000076,47.952,3,0.2,13.7862
CA-2020-144344,10/28/2020,10/28/2020,4,PG-18820,OFF-BI-10003719,37.425,5,0.7,-29.94
CA-2020-144344,10/28/2020,10/28/2020,4,PG-18820,FUR-FU-10003268,63.968,2,0.2,0
CA-2020-144344,10/28/2020,10/28/2020,4,PG-18820,FUR-FU-10003553,165.048,3,0.2,41.262
CA-2018-127012,08-11-2018,8/15/2018,2,GM-14680,FUR-FU-10003691,12.35,1,0,5.434
CA-2018-127012,08-11-2018,8/15/2018,2,GM-14680,OFF-AR-10003903,40.97,1,0,10.6522
CA-2018-127012,08-11-2018,8/15/2018,2,GM-14680,OFF-FA-10004854,22.96,2,0,10.7912
CA-2020-128727,8/29/2020,09-04-2020,2,MO-17800,TEC-PH-10003442,22,4,0,5.5
US-2020-162859,2/15/2020,2/22/2020,2,PG-18820,OFF-BI-10004519,398.352,3,0.2,124.485
US-2020-162859,2/15/2020,2/22/2020,2,PG-18820,OFF-FA-10000304,8.72,4,0,3.5752
CA-2021-133641,5/14/2021,5/21/2021,2,EJ-14155,OFF-EN-10004955,48.69,9,0,23.8581
CA-2018-168494,12-12-2018,12/14/2018,3,NP-18700,FUR-TA-10004619,764.688,6,0.2,95.586
CA-2018-168494,12-12-2018,12/14/2018,3,NP-18700,FUR-TA-10003473,3610.848,12,0.2,135.4068
CA-2018-168494,12-12-2018,12/14/2018,3,NP-18700,FUR-BO-10004467,254.9745,3,0.15,11.9988
CA-2021-115602,12/18/2021,12/24/2021,2,DJ-13630,OFF-AR-10002280,38.82,6,0,17.469
CA-2021-115602,12/18/2021,12/24/2021,2,DJ-13630,FUR-CH-10001708,1141.938,9,0.1,139.5702
CA-2021-115602,12/18/2021,12/24/2021,2,DJ-13630,OFF-AP-10000891,1704.56,13,0,511.368
CA-2021-115602,12/18/2021,12/24/2021,2,DJ-13630,OFF-AR-10000462,3.2,2,0,1.376
CA-2019-154956,07-04-2019,07-09-2019,2,IM-15070,TEC-PH-10004165,1099.96,4,0,285.9896
CA-2021-144638,03-10-2021,3/14/2021,2,MH-18115,OFF-AR-10003958,5.248,2,0.2,0.5904
CA-2021-144638,03-10-2021,3/14/2021,2,MH-18115,TEC-PH-10000149,35.91,3,0.4,-8.379
CA-2021-144638,03-10-2021,3/14/2021,2,MH-18115,FUR-FU-10003724,6.696,1,0.2,0.5022
CA-2021-144638,03-10-2021,3/14/2021,2,MH-18115,FUR-FU-10003535,43.872,2,0.2,11.5164
US-2020-168620,12/24/2020,12/28/2020,3,RB-19795,OFF-BI-10001575,27.882,3,0.7,-20.4468
US-2020-168620,12/24/2020,12/28/2020,3,RB-19795,OFF-ST-10003716,540.048,3,0.2,-47.2542
US-2020-168620,12/24/2020,12/28/2020,3,RB-19795,TEC-AC-10004469,255.68,8,0.2,76.704
CA-2021-117079,10/23/2021,10/27/2021,2,JR-15700,TEC-PH-10004586,863.88,3,0.2,107.985
US-2020-144393,10/28/2020,11-04-2020,2,SM-20950,OFF-BI-10004236,17.616,4,0.7,-14.0928
CA-2021-105053,07-07-2021,07-09-2021,3,CS-12355,OFF-BI-10001634,17.472,3,0.2,6.3336
CA-2020-155992,10-01-2020,10-02-2020,1,CC-12220,TEC-PH-10000215,69.9,2,0,18.873
CA-2020-155992,10-01-2020,10-02-2020,1,CC-12220,FUR-FU-10003724,41.85,5,0,10.881
CA-2021-110380,09-02-2021,09-07-2021,2,PF-19225,OFF-AR-10000422,6.57,3,0,1.7739
US-2018-167738,12/24/2018,12/29/2018,2,JC-16105,OFF-ST-10003306,142.86,1,0,41.4294
US-2018-167738,12/24/2018,12/29/2018,2,JC-16105,FUR-CH-10001146,292.272,6,0.2,18.267
CA-2021-121412,9/23/2021,9/27/2021,2,BG-11695,FUR-FU-10000246,29.328,3,0.2,3.666
CA-2021-100426,06-04-2021,06-08-2021,2,DC-12850,OFF-PA-10002870,12.48,2,0,5.616
US-2020-103646,4/21/2020,4/26/2020,2,SP-20545,OFF-ST-10000563,102.336,4,0.2,-12.792
US-2020-103646,4/21/2020,4/26/2020,2,SP-20545,OFF-AP-10004487,48.792,3,0.8,-126.8592
US-2020-103646,4/21/2020,4/26/2020,2,SP-20545,OFF-BI-10002854,44.848,8,0.8,-67.272
CA-2020-119186,5/26/2020,5/26/2020,4,MS-17710,OFF-PA-10004621,10.368,2,0.2,3.6288
CA-2020-119186,5/26/2020,5/26/2020,4,MS-17710,FUR-CH-10001973,388.43,5,0.3,-88.784
CA-2020-119186,5/26/2020,5/26/2020,4,MS-17710,OFF-PA-10004040,14.352,3,0.2,5.2026
CA-2020-119186,5/26/2020,5/26/2020,4,MS-17710,TEC-AC-10000580,63.992,1,0.2,-7.1991
CA-2020-148698,05-02-2020,05-07-2020,2,BD-11770,OFF-AR-10004022,86.352,3,0.2,5.397
CA-2018-163293,09-08-2018,09-11-2018,1,KC-16255,TEC-AC-10004209,32.97,3,0,12.8583
CA-2018-163293,09-08-2018,09-11-2018,1,KC-16255,TEC-AC-10000023,83.88,4,0,30.1968
CA-2020-160815,09-05-2020,09-06-2020,1,TR-21325,TEC-PH-10003505,278.4,3,0,80.736
CA-2021-122154,04-09-2021,04-11-2021,1,SA-20830,OFF-LA-10000121,15.12,3,0.2,4.914
CA-2021-122154,04-09-2021,04-11-2021,1,SA-20830,OFF-BI-10002026,17.43,1,0.7,-13.363
CA-2021-122154,04-09-2021,04-11-2021,1,SA-20830,OFF-PA-10000994,251.64,3,0.2,88.074
US-2019-149692,12-06-2019,12-12-2019,2,KW-16435,OFF-BI-10002813,2.772,7,0.8,-4.851
CA-2020-119445,6/26/2020,07-03-2020,2,GM-14500,OFF-ST-10000617,14.9,5,0,1.043
CA-2019-124268,07-04-2019,07-08-2019,2,AD-10180,OFF-AR-10004817,15.48,3,0,4.4892
CA-2020-154711,11/22/2020,11/26/2020,2,TB-21355,FUR-FU-10000397,39.88,2,0,11.1664
CA-2020-154711,11/22/2020,11/26/2020,2,TB-21355,OFF-BI-10000605,12.192,4,0.2,4.1148
CA-2020-154711,11/22/2020,11/26/2020,2,TB-21355,OFF-AR-10001860,20.82,3,0,7.4952
CA-2020-163384,11-10-2020,11-12-2020,1,CC-12430,OFF-BI-10004970,13.216,4,0.2,4.4604
CA-2020-163384,11-10-2020,11-12-2020,1,CC-12430,OFF-PA-10003172,32.4,5,0,15.552
CA-2019-101707,8/27/2019,09-01-2019,2,PF-19165,OFF-SU-10001218,32.94,3,0,9.2232
CA-2019-101707,8/27/2019,09-01-2019,2,PF-19165,OFF-PA-10002968,114.2,5,0,52.532
CA-2019-101707,8/27/2019,09-01-2019,2,PF-19165,OFF-LA-10000134,3.08,1,0,1.4784
CA-2019-138898,5/25/2019,5/29/2019,2,JH-16180,OFF-AP-10004487,845.728,13,0.2,84.5728
CA-2021-115427,12/30/2021,01-03-2022,2,EB-13975,OFF-BI-10002103,13.904,2,0.2,4.5188
CA-2021-115427,12/30/2021,01-03-2022,2,EB-13975,OFF-BI-10004632,20.72,2,0.2,6.475
CA-2020-134425,12-08-2020,12-12-2020,3,QJ-19255,TEC-PH-10003555,114.95,5,0,2.299
CA-2019-121391,10-04-2019,10-07-2019,1,AA-10315,OFF-ST-10001590,26.96,2,0,7.0096
CA-2020-137043,12/23/2020,12/25/2020,3,LC-17140,FUR-FU-10003664,572.76,6,0,166.1004
CA-2020-137043,12/23/2020,12/25/2020,3,LC-17140,FUR-FU-10003664,286.38,3,0,83.0502
CA-2019-115847,9/19/2019,9/24/2019,3,TC-21535,FUR-BO-10003433,61.96,2,0,4.3372
US-2021-126179,07-03-2021,07-07-2021,2,CS-12460,FUR-FU-10002554,23.99,1,0,5.5177
US-2021-126179,07-03-2021,07-07-2021,2,CS-12460,TEC-PH-10001557,287.97,3,0,77.7519
CA-2020-101966,7/14/2020,7/16/2020,3,BM-11785,TEC-PH-10003437,419.944,7,0.2,52.493
CA-2020-141397,6/20/2020,6/21/2020,1,RC-19825,OFF-PA-10002986,46.76,7,0,22.4448
CA-2020-141397,6/20/2020,6/21/2020,1,RC-19825,OFF-BI-10000320,17.712,3,0.2,6.4206
CA-2020-141397,6/20/2020,6/21/2020,1,RC-19825,OFF-AP-10003971,21.78,2,0,5.6628
CA-2020-141397,6/20/2020,6/21/2020,1,RC-19825,OFF-ST-10001469,161.94,3,0,9.7164
CA-2020-141397,6/20/2020,6/21/2020,1,RC-19825,FUR-CH-10003846,161.568,2,0.2,-8.0784
CA-2020-141082,12-09-2020,12/13/2020,2,FM-14380,OFF-LA-10001404,3.69,1,0,1.7343
CA-2020-141082,12-09-2020,12/13/2020,2,FM-14380,OFF-LA-10001474,122.12,4,0,56.1752
US-2020-134488,9/24/2020,10-01-2020,2,PK-19075,FUR-CH-10003199,155.372,2,0.3,-13.3176
CA-2020-145919,12/18/2020,12/23/2020,2,HG-14965,OFF-PA-10003072,38.88,6,0,18.6624
CA-2020-145919,12/18/2020,12/23/2020,2,HG-14965,FUR-FU-10004960,183.84,8,0,62.5056
CA-2020-145919,12/18/2020,12/23/2020,2,HG-14965,OFF-SU-10003505,579.3,5,0,28.965
CA-2021-157651,12-10-2021,12/14/2021,2,HA-14920,TEC-AC-10003116,14.2,1,0.2,3.3725
CA-2018-160773,07-01-2018,07-05-2018,2,LW-16825,TEC-PH-10004586,575.92,2,0.2,71.99
CA-2018-160773,07-01-2018,07-05-2018,2,LW-16825,OFF-BI-10000546,5.184,6,0.7,-3.6288
CA-2021-167703,02-03-2021,02-08-2021,2,MC-17575,OFF-BI-10002071,5.229,3,0.7,-4.1832
CA-2021-167703,02-03-2021,02-08-2021,2,MC-17575,OFF-ST-10001490,285.552,2,0.2,35.694
CA-2021-121804,03-03-2021,03-08-2021,2,LP-17095,OFF-AP-10004859,72.8,5,0,19.656
CA-2021-162635,10-09-2021,10-10-2021,1,EB-14170,OFF-PA-10002659,10.816,4,0.2,3.5152
CA-2018-107153,9/28/2018,10-03-2018,2,GZ-14545,OFF-ST-10001321,46.26,3,0,12.4902
US-2018-117058,5/27/2018,5/30/2018,1,LE-16810,OFF-BI-10004139,17.46,6,0.8,-30.555
CA-2019-120439,6/14/2019,6/18/2019,2,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.1072
CA-2020-128258,3/30/2020,04-01-2020,1,CP-12085,OFF-PA-10004156,11.34,1,0,5.5566
CA-2021-106033,10/15/2021,10/18/2021,3,FG-14260,OFF-AR-10002818,87.92,4,0,26.376
CA-2020-142762,5/23/2020,5/27/2020,2,LD-17005,FUR-FU-10003691,37.05,3,0,16.302
CA-2021-127705,06-02-2021,06-06-2021,2,AB-10255,TEC-PH-10000347,2.97,1,0.4,-0.6435
CA-2021-127705,06-02-2021,06-06-2021,2,AB-10255,OFF-ST-10004507,27.44,2,0.2,2.401
CA-2018-122567,2/16/2018,2/21/2018,2,MN-17935,OFF-BI-10002012,1.08,3,0.8,-1.728
CA-2018-122567,2/16/2018,2/21/2018,2,MN-17935,OFF-AP-10001303,7.96,2,0.8,-13.93
CA-2018-121664,05-06-2018,05-10-2018,2,HP-14815,OFF-BI-10003684,140.736,8,0.2,52.776
CA-2020-122133,5/16/2020,5/23/2020,2,JR-15670,OFF-ST-10002574,552.56,4,0,0
US-2021-123281,04-02-2021,04-07-2021,2,JF-15190,FUR-FU-10003724,25.11,3,0,6.5286
CA-2021-100524,3/31/2021,04-02-2021,3,CM-12115,FUR-FU-10004018,29.78,2,0,8.0406
CA-2021-100524,3/31/2021,04-02-2021,3,CM-12115,TEC-PH-10002549,677.58,3,0,176.1708
CA-2021-100524,3/31/2021,04-02-2021,3,CM-12115,OFF-PA-10004911,75.04,8,0,36.0192
CA-2021-113481,01-02-2021,01-04-2021,1,AS-10045,TEC-MA-10002178,695.7,2,0.5,-27.828
CA-2021-113481,01-02-2021,01-04-2021,1,AS-10045,OFF-BI-10003694,15.66,5,0.7,-12.528
CA-2021-113481,01-02-2021,01-04-2021,1,AS-10045,OFF-BI-10000474,28.854,6,0.7,-21.1596
CA-2019-131758,5/28/2019,06-01-2019,2,KB-16315,OFF-AR-10000411,47.82,3,0,14.346
CA-2019-131758,5/28/2019,06-01-2019,2,KB-16315,OFF-LA-10000262,13.05,5,0,6.003
CA-2018-118339,3/17/2018,3/24/2018,2,BN-11515,OFF-AP-10001154,93.78,2,0,36.5742
CA-2018-118339,3/17/2018,3/24/2018,2,BN-11515,OFF-PA-10000466,47.18,7,0,23.59
CA-2018-118339,3/17/2018,3/24/2018,2,BN-11515,OFF-AR-10003829,19.68,6,0,5.7072
CA-2018-118339,3/17/2018,3/24/2018,2,BN-11515,OFF-BI-10001758,53.4,10,0,25.098
CA-2018-118339,3/17/2018,3/24/2018,2,BN-11515,OFF-BI-10000136,35.88,6,0,17.2224
CA-2018-153976,10-03-2018,10-08-2018,3,BP-11290,FUR-CH-10002880,258.279,3,0.3,-70.1043
CA-2020-162901,3/28/2020,3/31/2020,1,AS-10045,OFF-ST-10000649,31.4,2,0,7.85
CA-2021-162978,05-04-2021,05-09-2021,2,LW-16990,TEC-PH-10003092,183.96,5,0.2,20.6955
CA-2021-162978,05-04-2021,05-09-2021,2,LW-16990,OFF-PA-10002250,17.61,3,0,8.4528
CA-2021-162978,05-04-2021,05-09-2021,2,LW-16990,FUR-TA-10003473,300.904,1,0.2,11.2839
US-2018-160444,07-05-2018,07-05-2018,4,DC-12850,OFF-ST-10001522,220.776,3,0.2,-44.1552
US-2018-160444,07-05-2018,07-05-2018,4,DC-12850,OFF-ST-10000563,281.424,11,0.2,-35.178
CA-2020-145247,05-05-2020,05-07-2020,1,ND-18370,OFF-PA-10003641,79.14,3,0,36.4044
CA-2021-160045,4/26/2021,4/27/2021,1,LB-16735,FUR-FU-10000010,1.988,1,0.6,-1.4413
US-2018-151925,9/26/2018,10-01-2018,3,KT-16465,FUR-CH-10002961,145.568,2,0.2,0
CA-2021-125199,10/19/2021,10/25/2021,2,HM-14860,OFF-AR-10002956,123.256,7,0.2,9.2442
CA-2021-125199,10/19/2021,10/25/2021,2,HM-14860,OFF-PA-10004041,23.68,4,0.2,7.4
CA-2021-125199,10/19/2021,10/25/2021,2,HM-14860,TEC-PH-10001336,309.576,4,0.4,-56.7556
US-2021-155425,11-10-2021,11-11-2021,1,AB-10600,OFF-BI-10001036,38.388,14,0.7,-25.592
US-2021-155425,11-10-2021,11-11-2021,1,AB-10600,TEC-MA-10003183,95.994,2,0.7,-63.996
US-2021-155425,11-10-2021,11-11-2021,1,AB-10600,TEC-AC-10001314,239.952,6,0.2,-35.9928
US-2021-155425,11-10-2021,11-11-2021,1,AB-10600,TEC-PH-10002563,201.584,2,0.2,15.1188
US-2021-155425,11-10-2021,11-11-2021,1,AB-10600,FUR-CH-10003312,899.136,4,0.2,-146.1096
CA-2021-133249,07-08-2021,07-11-2021,1,SZ-20035,FUR-FU-10001588,145.9,5,0,62.737
US-2019-103471,12/24/2019,12/28/2019,2,JR-15670,FUR-BO-10002613,590.058,7,0.7,-786.744
US-2019-103471,12/24/2019,12/28/2019,2,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.5795
CA-2021-136672,03-07-2021,03-12-2021,2,MG-17890,TEC-AC-10004510,49.08,3,0,4.908
US-2018-157021,04-01-2018,04-06-2018,3,KM-16720,OFF-LA-10002312,29.6,2,0,14.8
US-2018-157021,04-01-2018,04-06-2018,3,KM-16720,OFF-BI-10000042,17.088,4,0.2,5.5536
CA-2019-120362,9/14/2019,9/19/2019,2,CA-12265,FUR-TA-10003008,912.75,5,0,118.6575
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,OFF-AP-10003590,1089.75,3,0,305.13
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,OFF-PA-10000806,447.84,8,0,219.4416
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,OFF-AR-10000896,16.4,5,0,4.264
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,TEC-PH-10002310,399.96,5,0.2,34.9965
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,OFF-ST-10002289,158.9,5,0,7.945
CA-2018-126361,08-04-2018,08-09-2018,3,VD-21670,OFF-BI-10002852,13.184,1,0.2,4.7792
US-2020-100566,09-03-2020,09-09-2020,2,JK-16120,FUR-FU-10003394,83.952,3,0.6,-90.2484
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-ST-10002344,80.98,1,0,1.6196
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-PA-10001289,348.84,9,0,170.9316
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-FA-10000053,9.45,5,0,0.189
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,FUR-FU-10004091,18.84,3,0,7.1592
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,FUR-BO-10004015,239.98,2,0,52.7956
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-EN-10003001,167.96,2,0,78.9412
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,TEC-PH-10000215,104.85,3,0,28.3095
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,TEC-PH-10003645,484.83,3,0,126.0558
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-PA-10000357,122.97,3,0,60.2553
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-ST-10004804,154.44,3,0,1.5444
US-2020-108504,02-05-2020,02-05-2020,4,PP-18955,OFF-PA-10003892,342.37,7,0,160.9139
CA-2021-124828,07-03-2021,07-04-2021,1,YS-21880,OFF-AR-10003514,9.552,3,0.2,1.5522
US-2021-117247,10-09-2021,10/14/2021,2,CK-12760,FUR-TA-10002958,652.45,5,0.5,-430.617
US-2021-117247,10-09-2021,10/14/2021,2,CK-12760,FUR-TA-10001676,66.645,3,0.5,-42.6528
CA-2020-124485,11/24/2020,11/26/2020,1,NC-18340,OFF-BI-10000822,17.216,4,0.2,6.0256
CA-2020-124485,11/24/2020,11/26/2020,1,NC-18340,OFF-PA-10004971,11.56,2,0,5.6644
CA-2020-124485,11/24/2020,11/26/2020,1,NC-18340,TEC-AC-10002323,88.4,4,0,11.492
CA-2020-124485,11/24/2020,11/26/2020,1,NC-18340,OFF-PA-10004888,6.48,1,0,3.1104
CA-2020-159212,11-01-2020,11-05-2020,2,KM-16375,TEC-PH-10003988,21.8,2,0,6.104
CA-2020-159212,11-01-2020,11-05-2020,2,KM-16375,OFF-EN-10002230,251.79,3,0,118.3413
US-2020-161396,4/19/2020,4/25/2020,2,GM-14455,FUR-TA-10002622,205.176,2,0.4,-58.1332
US-2020-161396,4/19/2020,4/25/2020,2,GM-14455,OFF-PA-10000418,419.4,5,0.2,146.79
US-2018-118486,04-06-2018,04-08-2018,1,SD-20485,OFF-SU-10004498,10.304,1,0.2,-2.1896
US-2018-118486,04-06-2018,04-08-2018,1,SD-20485,FUR-TA-10001039,154.764,3,0.4,-36.1116
US-2018-118486,04-06-2018,04-08-2018,1,SD-20485,TEC-AC-10004659,116.784,2,0.2,21.897
CA-2020-130407,09-02-2020,09-06-2020,2,KD-16270,OFF-AR-10002240,75.48,2,0,19.6248
CA-2020-130407,09-02-2020,09-06-2020,2,KD-16270,FUR-FU-10001967,39.98,2,0,9.995
US-2020-122245,9/25/2020,9/30/2020,2,AB-10105,FUR-TA-10002356,393.165,3,0.5,-204.4458
CA-2021-105144,11-04-2021,11-11-2021,2,SZ-20035,OFF-LA-10003923,23.68,2,0.2,8.88
CA-2020-136329,07-09-2020,7/13/2020,2,JD-15895,FUR-CH-10002335,408.006,2,0.1,72.5344
CA-2020-136329,07-09-2020,7/13/2020,2,JD-15895,FUR-FU-10000723,165.28,4,0,14.8752
CA-2018-146640,6/30/2018,07-05-2018,2,HA-14905,OFF-BI-10002867,334.768,7,0.2,108.7996
CA-2021-115994,1/28/2021,1/31/2021,3,BT-11305,TEC-AC-10000580,239.97,3,0,26.3967
CA-2021-115994,1/28/2021,1/31/2021,3,BT-11305,FUR-FU-10003976,37.74,3,0,12.8316
CA-2019-126697,9/21/2019,9/24/2019,1,SV-20815,TEC-PH-10002922,946.344,7,0.2,118.293
CA-2019-126697,9/21/2019,9/24/2019,1,SV-20815,TEC-AC-10004353,151.2,3,0.2,32.13
CA-2019-126697,9/21/2019,9/24/2019,1,SV-20815,FUR-FU-10001706,4.928,4,0.6,-1.4784
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-PA-10000501,86.272,4,0.2,31.2736
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-BI-10000778,72.588,2,0.7,-48.392
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-AP-10004980,60.672,2,0.2,14.4096
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-BI-10003984,77.031,9,0.7,-59.0571
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-ST-10000798,119.904,6,0.2,-1.4988
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,TEC-PH-10001750,263.96,5,0.2,23.0965
CA-2019-124800,9/26/2019,9/30/2019,2,RW-19540,OFF-ST-10002743,363.648,4,0.2,-86.3664
US-2019-164448,10/31/2019,11-04-2019,3,DK-12835,OFF-BI-10002949,9.728,2,0.2,3.2832
US-2019-164448,10/31/2019,11-04-2019,3,DK-12835,OFF-EN-10002600,14.75,5,0,7.08
US-2019-164448,10/31/2019,11-04-2019,3,DK-12835,OFF-BI-10003708,29.8,5,0.2,9.3125
US-2019-164448,10/31/2019,11-04-2019,3,DK-12835,OFF-LA-10003510,427.42,14,0,196.6132
CA-2021-122700,11/26/2021,11/30/2021,2,LT-17110,TEC-PH-10003092,220.752,8,0.4,-40.4712
CA-2018-120768,12/19/2018,12/21/2018,3,IM-15070,OFF-BI-10001191,152.76,6,0,74.8524
CA-2018-120768,12/19/2018,12/21/2018,3,IM-15070,OFF-SU-10004115,7.27,1,0,1.9629
CA-2018-120768,12/19/2018,12/21/2018,3,IM-15070,FUR-CH-10000513,1819.86,14,0,163.7874
US-2020-153129,12/26/2020,12/30/2020,2,FP-14320,OFF-PA-10003673,33.9,5,0,15.594
CA-2021-106852,6/20/2021,6/27/2021,2,ST-20530,OFF-PA-10001639,31.104,6,0.2,10.8864
CA-2021-106852,6/20/2021,6/27/2021,2,ST-20530,OFF-AR-10003829,5.248,2,0.2,0.5904
CA-2019-139731,10/15/2019,10/15/2019,4,JE-15745,TEC-AC-10004975,263.88,3,0.2,42.8805
CA-2019-139731,10/15/2019,10/15/2019,4,JE-15745,FUR-CH-10002024,2453.43,5,0.3,-350.49
CA-2021-122735,04-12-2021,4/15/2021,3,BD-11320,OFF-BI-10004364,29.7,5,0,13.365
CA-2021-122735,04-12-2021,4/15/2021,3,BD-11320,OFF-PA-10001712,39.96,4,0,17.982
CA-2021-128160,12/19/2021,12/24/2021,3,MM-17920,OFF-BI-10001510,36.672,2,0.2,11.46
CA-2021-117695,08-05-2021,08-08-2021,1,PW-19030,OFF-PA-10002713,13.76,2,0,6.3296
CA-2019-166135,10-01-2019,10-06-2019,2,SC-20440,OFF-ST-10002974,139.424,4,0.2,17.428
CA-2020-133725,5/23/2020,5/28/2020,2,KL-16645,TEC-PH-10004165,1979.928,9,0.2,148.4946
CA-2021-102337,6/13/2021,6/16/2021,1,SD-20485,OFF-ST-10004804,164.736,4,0.2,-39.1248
CA-2021-102337,6/13/2021,6/16/2021,1,SD-20485,FUR-CH-10004289,470.302,7,0.3,-87.3418
CA-2021-102337,6/13/2021,6/16/2021,1,SD-20485,TEC-PH-10002564,47.984,2,0.2,5.998
US-2018-112564,4/23/2018,4/24/2018,1,TS-21160,OFF-BI-10004876,2.502,3,0.7,-1.7514
CA-2019-145821,05-01-2019,05-07-2019,2,JB-15400,TEC-PH-10004348,88.752,3,0.2,11.094
US-2019-160150,7/19/2019,7/20/2019,1,TS-21085,OFF-BI-10004352,2.025,1,0.7,-1.35
CA-2020-133711,11/26/2020,11/29/2020,1,MC-17425,OFF-PA-10001685,70.98,7,0,34.7802
CA-2020-133711,11/26/2020,11/29/2020,1,MC-17425,OFF-BI-10000666,91.68,3,0,45.84
CA-2020-133711,11/26/2020,11/29/2020,1,MC-17425,OFF-BI-10004352,33.75,5,0,16.875
